work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size
2021,Senior,Full-time,Finance Data Analyst,45000,GBP,61896,United Kingdom,Hybrid,United Kingdom,L
2021,Senior,Full-time,Data Engineer,65000,EUR,76833,Romania,Hybrid,United Kingdom,S
2021,Senior,Full-time,Data Scientist,152000,USD,152000,United States,Remote,France,L
2021,Mid-level,Full-time,Big Data Engineer,18000,USD,18000,Moldova,In-person,Moldova,S
2021,Mid-level,Full-time,Data Scientist,130000,USD,130000,United States,Hybrid,United States,L
2021,Entry-level,Full-time,Business Data Analyst,50000,EUR,59102,Luxembourg,Remote,Luxembourg,L
2021,Senior,Full-time,Principal Data Scientist,147000,EUR,173762,Germany,Remote,Germany,M
2020,Senior,Full-time,Principal Data Scientist,130000,EUR,148261,Germany,Remote,Germany,M
2020,Mid-level,Full-time,Data Scientist,34000,EUR,38776,Spain,Remote,Spain,M
2021,Mid-level,Full-time,Data Scientist,39600,EUR,46809,Spain,Remote,Spain,M
2020,Senior,Full-time,Data Scientist,80000,EUR,91237,Austria,In-person,Austria,S
2020,Mid-level,Full-time,Data Scientist,55000,EUR,62726,France,Hybrid,Luxembourg,S
2021,Mid-level,Full-time,Data Scientist,115000,USD,115000,United States,Hybrid,United States,L
2021,Senior,Full-time,Principal Data Scientist,235000,USD,235000,United States,Remote,United States,L
2021,Mid-level,Full-time,Lead Data Analyst,1450000,INR,19609,India,Remote,India,L
2021,Mid-level,Full-time,Data Analyst,75000,USD,75000,United States,In-person,United States,L
2021,Mid-level,Full-time,Data Analyst,62000,USD,62000,United States,In-person,United States,L
2021,Mid-level,Full-time,Data Scientist,73000,USD,73000,United States,In-person,United States,L
2021,Mid-level,Full-time,Data Engineer,38400,EUR,45391,Netherlands,Remote,Netherlands,L
2020,Senior,Full-time,Data Scientist,190200,USD,190200,United States,Remote,United States,M
2020,Mid-level,Full-time,Data Scientist,118000,USD,118000,United States,Remote,United States,M
2020,Mid-level,Full-time,Data Scientist,138350,USD,138350,United States,Remote,United States,M
2020,Mid-level,Full-time,Data Engineer,130800,USD,130800,Spain,Remote,United States,M
2021,Senior,Full-time,Data Scientist,168000,USD,168000,Japan,In-person,Japan,S
2021,Mid-level,Full-time,Data Scientist,160000,SGD,119059,Singapore,Remote,Israel,M
2021,Mid-level,Full-time,Data Engineer,24000,EUR,28369,Malta,Hybrid,Malta,L
2021,Senior,Full-time,Data Specialist,165000,USD,165000,United States,Remote,United States,L
2020,Senior,Full-time,Data Scientist,412000,USD,412000,United States,Remote,United States,L
2021,Mid-level,Full-time,Principal Data Scientist,151000,USD,151000,United States,Remote,United States,L
2020,Entry-level,Full-time,Data Scientist,105000,USD,105000,United States,Remote,United States,S
2020,Entry-level,Contract,Business Data Analyst,100000,USD,100000,United States,Remote,United States,L
2021,Senior,Full-time,Data Scientist,7000000,INR,94665,India,Hybrid,India,L
2023,Mid-level,Full-time,Data DevOps Engineer,88000,EUR,95012,Germany,Hybrid,Germany,L
2023,Senior,Full-time,Data Architect,186000,USD,186000,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,81800,USD,81800,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,212000,USD,212000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,93300,USD,93300,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,130000,USD,130000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,100000,USD,100000,United States,Remote,United States,M
2023,Executive,Full-time,Data Engineer,210000,USD,210000,United States,Remote,United States,M
2023,Executive,Full-time,Data Engineer,168000,USD,168000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Scientist,35000,GBP,43064,United Kingdom,In-person,United Kingdom,M
2023,Mid-level,Full-time,Data Scientist,30000,GBP,36912,United Kingdom,In-person,United Kingdom,M
2023,Entry-level,Full-time,Data Analyst,95000,USD,95000,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Analyst,75000,USD,75000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,300000,USD,300000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,234000,USD,234000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,155000,USD,155000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,110000,USD,110000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,185900,USD,185900,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,129300,USD,129300,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,122000,USD,122000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,94500,USD,94500,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,247300,USD,247300,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,139700,USD,139700,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,176000,USD,176000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,223400,USD,223400,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,186200,USD,186200,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,167500,USD,167500,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,106500,USD,106500,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,185900,USD,185900,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,129300,USD,129300,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,133000,USD,133000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,58400,USD,58400,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Analyst,75000,USD,75000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,58000,GBP,71363,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Engineer,45000,GBP,55368,United Kingdom,In-person,United Kingdom,M
2023,Mid-level,Full-time,Data Analyst,90000,USD,90000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Analyst,70000,USD,70000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,199000,USD,199000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,162000,USD,162000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,170884,USD,170884,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,113923,USD,113923,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,184000,USD,184000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,123000,USD,123000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,235750,USD,235750,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,174250,USD,174250,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,225000,USD,225000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,150000,USD,150000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,220000,USD,220000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,150000,USD,150000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Scientist,150000,USD,150000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,100000,USD,100000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,155000,USD,155000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,120000,USD,120000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,226700,USD,226700,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,133300,USD,133300,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,184000,USD,184000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,123000,USD,123000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,130000,USD,130000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,117000,USD,117000,United States,In-person,United States,M
2023,Senior,Full-time,Data Science Engineer,160000,USD,160000,United States,Remote,United States,M
2023,Senior,Full-time,Data Science Engineer,140000,USD,140000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Scientist,166000,USD,166000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,73000,USD,73000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,185900,USD,185900,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,129300,USD,129300,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,130000,USD,130000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,104000,USD,104000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,143000,USD,143000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,116000,USD,116000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,184000,USD,184000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,123000,USD,123000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,215000,USD,215000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,200000,USD,200000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,253000,USD,253000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,131000,USD,131000,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Quality Analyst,40000,GBP,49216,United Kingdom,Remote,United Kingdom,M
2023,Entry-level,Full-time,Data Quality Analyst,30000,GBP,36912,United Kingdom,Remote,United Kingdom,M
2023,Senior,Full-time,Data Scientist,210000,USD,210000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,147000,USD,147000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Product Manager,186000,USD,186000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Product Manager,161000,USD,161000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,220000,USD,220000,Canada,Remote,Canada,M
2023,Mid-level,Full-time,Data Engineer,190000,USD,190000,Canada,Remote,Canada,M
2023,Senior,Full-time,Data Analyst,137000,USD,137000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,110000,USD,110000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,172000,USD,172000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,146000,USD,146000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,148000,USD,148000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,99000,USD,99000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,150000,USD,150000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,130000,USD,130000,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Analyst,105000,USD,105000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,99000,USD,99000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,52500,USD,52500,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,290300,USD,290300,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,196685,USD,196685,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,185000,USD,185000,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,150000,USD,150000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,145000,USD,145000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,115000,USD,115000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,89600,GBP,110244,United Kingdom,In-person,United Kingdom,M
2023,Mid-level,Full-time,Data Engineer,32000,GBP,39372,United Kingdom,In-person,United Kingdom,M
2023,Entry-level,Full-time,Data Scientist,40000,EUR,43187,Spain,In-person,Spain,M
2023,Entry-level,Full-time,Data Scientist,29000,EUR,31310,Spain,In-person,Spain,M
2023,Entry-level,Full-time,Data Analyst,75000,GBP,92280,United Kingdom,In-person,United Kingdom,M
2023,Entry-level,Full-time,Data Analyst,55000,GBP,67672,United Kingdom,In-person,United Kingdom,M
2023,Entry-level,Full-time,Data Analyst,75000,GBP,92280,United Kingdom,In-person,United Kingdom,M
2023,Entry-level,Full-time,Data Analyst,55000,GBP,67672,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Scientist,70000,EUR,75577,Ireland,Hybrid,Ireland,L
2023,Senior,Full-time,Data Engineer,230300,USD,230300,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,140000,USD,140000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,124935,USD,124935,South Africa,In-person,South Africa,M
2023,Senior,Full-time,Data Engineer,76050,USD,76050,South Africa,In-person,South Africa,M
2023,Senior,Full-time,Data Scientist,224800,USD,224800,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,131100,USD,131100,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,258000,USD,258000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,171000,USD,171000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,196000,USD,196000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,121000,USD,121000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,195800,USD,195800,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,171500,USD,171500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Modeler,166000,USD,166000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Modeler,73100,USD,73100,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,220000,USD,220000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,160000,USD,160000,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Scientist,85000,USD,85000,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Scientist,65000,USD,65000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,185000,USD,185000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,152000,USD,152000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,45000,EUR,48585,Spain,In-person,Spain,M
2023,Senior,Full-time,Data Scientist,36000,EUR,38868,Spain,In-person,Spain,M
2023,Senior,Full-time,Data Analyst,110000,USD,110000,Poland,Remote,Poland,M
2023,Senior,Full-time,Data Analyst,80000,USD,80000,Poland,Remote,Poland,M
2023,Senior,Full-time,Data Analyst,30000,GBP,36912,United Kingdom,Remote,United Kingdom,S
2023,Senior,Full-time,Data Scientist,150200,USD,150200,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,71000,USD,71000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,167200,USD,167200,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,121000,USD,121000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,133000,USD,133000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,58400,USD,58400,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,135000,USD,135000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,110000,USD,110000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Product Owner,85000,GBP,104584,United Kingdom,In-person,United Kingdom,M
2023,Mid-level,Full-time,Data Product Owner,60000,GBP,73824,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Scientist,187415,USD,187415,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,114080,USD,114080,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,187415,USD,187415,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,114080,USD,114080,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,166000,USD,166000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,73100,USD,73100,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,187415,USD,187415,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,114080,USD,114080,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Analyst,26800,GBP,32974,United Kingdom,In-person,United Kingdom,M
2023,Entry-level,Full-time,Data Analyst,26800,GBP,32974,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Analyst,165000,USD,165000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,140000,USD,140000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Analyst,167000,USD,167000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,121000,USD,121000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,190200,USD,190200,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,95100,USD,95100,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Analyst,133000,USD,133000,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Analyst,58400,USD,58400,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,90000,USD,90000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,70000,USD,70000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Scientist,166000,USD,166000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,73100,USD,73100,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,135000,USD,135000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,100000,USD,100000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,180514,USD,180514,United Kingdom,Remote,United Kingdom,M
2023,Senior,Full-time,Data Engineer,108308,USD,108308,United Kingdom,Remote,United Kingdom,M
2023,Entry-level,Full-time,Data Analyst,163800,USD,163800,United States,Remote,United States,M
2023,Entry-level,Full-time,Data Analyst,88200,USD,88200,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,180400,USD,180400,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,138800,USD,138800,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,55000,GBP,67672,United Kingdom,In-person,United Kingdom,M
2023,Mid-level,Full-time,Data Analyst,45000,GBP,55368,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Scientist,215000,USD,215000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,142000,USD,142000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,266000,USD,266000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,167000,USD,167000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,140130,USD,140130,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,84870,USD,84870,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,178300,USD,178300,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,105400,USD,105400,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,122000,USD,122000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,94500,USD,94500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,150000,USD,150000,United States,In-person,United States,M
2023,Senior,Full-time,Data Science Consultant,116000,USD,116000,United States,In-person,United States,M
2023,Senior,Full-time,Data Science Consultant,90000,USD,90000,United States,In-person,United States,M
2023,Senior,Full-time,Data Science Consultant,145000,USD,145000,United States,In-person,United States,M
2023,Senior,Full-time,Data Science Consultant,128000,USD,128000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,154000,USD,154000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,126000,USD,126000,United States,Remote,United States,M
2023,Executive,Full-time,Data Engineer,219650,USD,219650,United States,Remote,United States,M
2023,Executive,Full-time,Data Engineer,136000,USD,136000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,150000,USD,150000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,247600,USD,247600,United States,In-person,United States,L
2023,Senior,Full-time,Data Scientist,127300,USD,127300,United States,In-person,United States,L
2023,Mid-level,Full-time,Data Scientist,60000,USD,60000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,55000,USD,55000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,250000,USD,250000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,125000,USD,125000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,202600,USD,202600,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,168800,USD,168800,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,132000,USD,132000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,111000,USD,111000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,203000,USD,203000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,127000,USD,127000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,112200,USD,112200,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,91800,USD,91800,United States,Remote,United States,M
2023,Senior,Full-time,Data Architect,185000,USD,185000,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,150000,USD,150000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,160000,USD,160000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,130000,USD,130000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,145000,USD,145000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,115000,USD,115000,United States,In-person,United States,M
2023,Entry-level,Part-time,Data Scientist,133000,USD,133000,United States,In-person,United States,M
2023,Entry-level,Part-time,Data Scientist,58300,USD,58300,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,254000,USD,254000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,159000,USD,159000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,170000,USD,170000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,85000,USD,85000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,130500,USD,130500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,116000,USD,116000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,169000,USD,169000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,92000,USD,92000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,166000,USD,166000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,73100,USD,73100,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,150000,USD,150000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,120000,USD,120000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,275000,USD,275000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,146400,USD,146400,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,208500,USD,208500,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,165000,USD,165000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,258700,USD,258700,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,172500,USD,172500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,150000,USD,150000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,130000,USD,130000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,185000,USD,185000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,150000,USD,150000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,166000,USD,166000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,73100,USD,73100,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,166000,USD,166000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,73100,USD,73100,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,167100,USD,167100,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,111400,USD,111400,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,133000,USD,133000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,58400,USD,58400,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Scientist,166000,USD,166000,United States,Remote,United States,M
2023,Entry-level,Full-time,Data Scientist,73100,USD,73100,United States,Remote,United States,M
2023,Executive,Full-time,Data Analyst,170000,USD,170000,United States,In-person,United States,M
2023,Executive,Full-time,Data Analyst,145000,USD,145000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,212000,USD,212000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,93300,USD,93300,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,170000,USD,170000,United States,Remote,United States,M
2023,Senior,Full-time,Data Architect,135000,USD,135000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,145000,USD,145000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,115000,USD,115000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,139810,USD,139810,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,95325,USD,95325,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,247300,USD,247300,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,139700,USD,139700,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,188000,USD,188000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,139000,USD,139000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,150000,USD,150000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,160000,USD,160000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,94000,USD,94000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Manager,127000,USD,127000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Manager,65000,USD,65000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,188000,USD,188000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,139000,USD,139000,United States,Remote,United States,M
2023,Executive,Full-time,Data Science Director,212000,USD,212000,United States,In-person,United States,M
2023,Executive,Full-time,Data Science Director,190000,USD,190000,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,239000,USD,239000,United States,In-person,United States,L
2023,Senior,Full-time,Data Architect,122900,USD,122900,United States,In-person,United States,L
2023,Senior,Full-time,Data Scientist,158500,USD,158500,Canada,Remote,Canada,M
2023,Senior,Full-time,Data Scientist,115000,USD,115000,Canada,Remote,Canada,M
2023,Senior,Full-time,Data Engineer,180000,USD,180000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,90000,USD,90000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,83000,USD,83000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Analyst,66000,USD,66000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,224250,USD,224250,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,121550,USD,121550,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,166000,USD,166000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,73100,USD,73100,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,109000,USD,109000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,100000,USD,100000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,205400,USD,205400,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,92900,USD,92900,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,160000,USD,160000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Scientist,110000,USD,110000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,230000,USD,230000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,100000,USD,100000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,242000,USD,242000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,106200,USD,106200,United States,In-person,United States,M
2023,Executive,Full-time,Data Scientist,220000,USD,220000,United States,Remote,United States,M
2023,Executive,Full-time,Data Scientist,120000,USD,120000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,258000,USD,258000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,171000,USD,171000,United States,In-person,United States,M
